item_id,user_id,recommend,sentiment_analysis,items_count,item_name,playtime_forever,genres,price,title,developer,release_date
225260,76561198016635228,True,2,,,,"['Action', 'Adventure', 'Strategy']",14.99,Brutal Legend,Double Fine Productions,2013-02-26
267550,76561198090341048,True,0,65.0,The Amazing Spider-Man 2,631.0,,,,,
267550,76561198090341048,True,0,65.0,The Amazing Spider-Man 2,631.0,,,,,
449800,MiAkArKe,True,2,80.0,Attack on Titan / A.O.T. Wings of Freedom,231.0,,,,,
4000,rebelsuprising,True,2,45.0,Garry's Mod,5367.0,"['Indie', 'Simulation']",9.99,Garry's Mod,Facepunch Studios,2006-11-29
301520,martzeo,True,2,,,,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation']",Free to Play,Robocraft,Freejam,2017-08-24
570,nishix12345,True,2,,,,,,,,
440,iluvmiku,True,2,,,,"['Action', 'Free to Play']",Free to Play,Team Fortress 2,Valve,2007-10-10
4000,winnieafg,True,0,34.0,Garry's Mod,430.0,"['Indie', 'Simulation']",9.99,Garry's Mod,Facepunch Studios,2006-11-29
6310,shardaurabitch,True,2,277.0,The Longest Journey,820.0,"['Action', 'Adventure', 'RPG']",9.99,The Longest Journey,Funcom,2000-11-17
440,Pinkamenadinewithpie,True,2,,,,"['Action', 'Free to Play']",Free to Play,Team Fortress 2,Valve,2007-10-10
570,Brownies_less_than_3,True,2,,,,,,,,
221100,76561198056803276,True,2,51.0,DayZ,6997.0,"['Action', 'Indie', 'Massively Multiplayer', 'Early Access']",34.99,DayZ,Bohemia Interactive,2013-12-16
219640,ayylmaokai420,True,0,79.0,Chivalry: Medieval Warfare,1128.0,"['Action', 'Indie']",24.99,Chivalry: Medieval Warfare,Torn Banner Studios,2012-10-16
550,76561198097372038,True,2,12.0,Left 4 Dead 2,1483.0,['Action'],19.99,Left 4 Dead 2,Valve,2009-11-16
12220,nabicore,True,2,142.0,Grand Theft Auto: Episodes from Liberty City,1016.0,['Action'],19.99,Grand Theft Auto: Episodes from Liberty City,Rockstar North / Toronto,2010-04-12
206440,Nepku_,True,0,226.0,To the Moon,209.0,"['Adventure', 'Indie', 'RPG']",9.99,To the Moon,Freebird Games,2011-11-01
224260,suchcustom,True,2,38.0,No More Room in Hell,3601.0,"['Action', 'Free to Play', 'Indie']",Free,No More Room in Hell,No More Room in Hell Team,2011-10-31
4000,terralark,True,2,,,,"['Indie', 'Simulation']",9.99,Garry's Mod,Facepunch Studios,2006-11-29
221100,Bayne51,True,2,264.0,DayZ,4451.0,"['Action', 'Indie', 'Massively Multiplayer', 'Early Access']",34.99,DayZ,Bohemia Interactive,2013-12-16
301520,76561198059896401,True,2,100.0,Robocraft,80.0,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation']",Free to Play,Robocraft,Freejam,2017-08-24
219150,theultimateweeb,True,0,251.0,Hotline Miami,379.0,"['Action', 'Indie']",9.99,Hotline Miami,Dennaton Games,2012-10-23
440,76561198093270673,True,2,,,,"['Action', 'Free to Play']",Free to Play,Team Fortress 2,Valve,2007-10-10
108800,K_Hamano,True,0,55.0,Crysis 2 Maximum Edition,147.0,['Action'],29.99,Crysis 2 - Maximum Edition,Crytek Studios,2011-03-22
271590,changho7875,True,0,53.0,Grand Theft Auto V,4355.0,"['Action', 'Adventure']",39.99,Grand Theft Auto V,Rockstar North,2015-04-14
620,Nanaya_Shiki,True,0,168.0,Portal 2,142.0,"['Action', 'Adventure']",19.99,Portal 2,Valve,2011-04-18
440,foxer007,True,2,,,,"['Action', 'Free to Play']",Free to Play,Team Fortress 2,Valve,2007-10-10
206210,76561198070509799,True,0,51.0,Gotham City Impostors: Free To Play,3369.0,"['Action', 'Free to Play']",Free to Play,Gotham City Impostors Free to Play,"Monolith Productions, Inc.",2012-08-30
222880,NineODoge,True,0,,,,"['Action', 'Indie', 'Strategy']",9.99,Insurgency,New World Interactive,2014-01-22
209790,sakurayuki,True,0,884.0,Splice,1480.0,"['Indie', 'Casual']",9.99,Splice,Cipher Prime Studios,2012-06-13
48220,76561198029595883,False,0,33.0,Might & Magic: Heroes VI,1699.0,"['RPG', 'Strategy']",19.99,Might &amp; Magic: Heroes VI,Blackhole,2011-10-13
440,TF2LOVEER,True,2,,,,"['Action', 'Free to Play']",Free to Play,Team Fortress 2,Valve,2007-10-10
570,76561198091164764,True,2,,,,,,,,
365590,76561197973688926,False,0,52.0,Tom Clancy's The Division,25149.0,"['Action', 'Adventure', 'RPG']",49.99,Tom Clancy’s The Division™,Massive Entertainment,2016-03-07
570,76561198075386334,True,2,,,,,,,,
440,76561198080715343,True,0,,,,"['Action', 'Free to Play']",Free to Play,Team Fortress 2,Valve,2007-10-10
209870,dryzeak,False,2,51.0,Blacklight: Retribution,29.0,"['Action', 'Free to Play']",Free to Play,Blacklight: Retribution,Hardsuit Labs,2012-07-02
365590,applebernie,True,0,121.0,Tom Clancy's The Division,10268.0,"['Action', 'Adventure', 'RPG']",49.99,Tom Clancy’s The Division™,Massive Entertainment,2016-03-07
300,76561198104824869,True,0,33.0,Day of Defeat: Source,41620.0,['Action'],9.99,Day of Defeat: Source,Valve,2010-07-12
235800,akirawwww,True,0,,,,['Indie'],14.99,Audiosurf 2,Dylan Fitterer,2015-05-26
271290,poomeus,True,2,169.0,HAWKEN,965.0,,,,,
245550,EnderWiz,True,2,23.0,Free to Play,146.0,,,,,
332800,TemisiaST,True,2,86.0,Five Nights at Freddy's 2,227.0,['Indie'],7.99,Five Nights at Freddy's 2,Scott Cawthon,2014-11-10
570,76561198079324079,True,0,,,,,,,,
730,lsleon,True,2,110.0,Counter-Strike: Global Offensive,47414.0,['Action'],14.99,Counter-Strike: Global Offensive,Valve,2012-08-21
218230,76561198082543743,False,0,,,,"['Action', 'Free to Play', 'Massively Multiplayer']",Free to Play,PlanetSide 2,Daybreak Game Company,2012-11-20
246620,ninja12749,True,0,91.0,Plague Inc: Evolved,1773.0,"['Casual', 'Indie', 'Simulation', 'Strategy']",14.99,Plague Inc: Evolved,Ndemic Creations,2016-02-18
265930,76561198043920464,True,2,199.0,Goat Simulator,560.0,"['Casual', 'Indie', 'Simulation']",9.99,Goat Simulator,Coffee Stain Studios,2014-04-01
265930,76561198043920464,True,2,199.0,Goat Simulator,560.0,"['Casual', 'Indie', 'Simulation']",9.99,Goat Simulator,Coffee Stain Studios,2014-04-01
440,76561198090315264,True,0,,,,"['Action', 'Free to Play']",Free to Play,Team Fortress 2,Valve,2007-10-10
96300,steamconan,True,0,278.0,Ravaged Zombie Apocalypse,212.0,,,,,
271590,76561198192373206,True,2,38.0,Grand Theft Auto V,26040.0,"['Action', 'Adventure']",39.99,Grand Theft Auto V,Rockstar North,2015-04-14
570,76561198104466971,True,0,,,,,,,,
440,StereoPliggeh,True,2,,,,"['Action', 'Free to Play']",Free to Play,Team Fortress 2,Valve,2007-10-10
730,76561198172525222,True,0,27.0,Counter-Strike: Global Offensive,9574.0,['Action'],14.99,Counter-Strike: Global Offensive,Valve,2012-08-21
570,kittenstar99,True,2,,,,,,,,
440,76561198072782328,True,2,,,,"['Action', 'Free to Play']",Free to Play,Team Fortress 2,Valve,2007-10-10
298630,TheCatNinjaz,True,2,98.0,The Escapists,407.0,"['Action', 'Adventure', 'Indie', 'Simulation', 'Strategy']",17.99,The Escapists,Mouldy Toof Studios,2015-02-13
370280,lambor-sb,True,0,49.0,Season of 12 Colors,200.0,"['Adventure', 'Casual', 'Indie']",2.99,Season of 12 Colors,橘子班,2016-03-14
207610,AroraITServices,True,2,231.0,The Walking Dead,987.0,['Adventure'],24.99,The Walking Dead,Telltale Games,2012-04-24
252950,76561198044577103,True,0,19.0,Rocket League,24991.0,"['Action', 'Indie', 'Racing', 'Sports']",19.99,Rocket League®,"Psyonix, Inc.",2015-07-07
730,76561198306855779,True,2,21.0,Counter-Strike: Global Offensive,84280.0,['Action'],14.99,Counter-Strike: Global Offensive,Valve,2012-08-21
570,76561198001658920,True,2,,,,,,,,
440,76561198049234870,True,2,,,,"['Action', 'Free to Play']",Free to Play,Team Fortress 2,Valve,2007-10-10
730,ZevereKryor,True,2,,,,['Action'],14.99,Counter-Strike: Global Offensive,Valve,2012-08-21
550,76561198049415770,True,2,24.0,Left 4 Dead 2,606.0,['Action'],19.99,Left 4 Dead 2,Valve,2009-11-16
730,xgotfearzx,True,2,58.0,Counter-Strike: Global Offensive,66106.0,['Action'],14.99,Counter-Strike: Global Offensive,Valve,2012-08-21
25890,KinkyBird,False,0,135.0,Hearts of Iron III,2296.0,['Strategy'],9.99,Hearts of Iron III,Paradox Development Studio,2009-08-07
209870,76561198024484835,False,0,23.0,Blacklight: Retribution,1050.0,"['Action', 'Free to Play']",Free to Play,Blacklight: Retribution,Hardsuit Labs,2012-07-02
410340,76561198051759723,False,2,202.0,Liftoff,5.0,"['Indie', 'Racing', 'Simulation', 'Sports', 'Early Access']",19.99,Liftoff,LuGus Studios,2015-11-09
31280,tuna168,True,0,67.0,Poker Night at the Inventory,317.0,"['Casual', 'Sports']",4.99,Poker Night at the Inventory,Telltale Games,2010-11-22
238960,76561198038263531,True,0,64.0,Path of Exile,11154.0,,,,,
19680,crazybushman,True,2,68.0,Alice: Madness Returns,1000.0,,,,,
217140,76561198082705819,True,0,,,,['Action'],14.99,Rise of the Triad,Interceptor Entertainment,2013-07-31
72850,ansalsrb,True,0,71.0,The Elder Scrolls V: Skyrim,3033.0,,,,,
440,Functionalz,True,2,,,,"['Action', 'Free to Play']",Free to Play,Team Fortress 2,Valve,2007-10-10
206440,76561198088633724,True,0,66.0,To the Moon,305.0,"['Adventure', 'Indie', 'RPG']",9.99,To the Moon,Freebird Games,2011-11-01
12900,76561198058777763,True,2,78.0,Audiosurf,41.0,['Indie'],9.99,AudioSurf,Dylan Fitterer,2008-02-15
105600,jdg311,True,0,70.0,Terraria,5741.0,"['Action', 'Adventure', 'Indie', 'RPG']",9.99,Terraria,Re-Logic,2011-05-16
113400,76561198079050450,False,0,,,,"['Action', 'Free to Play', 'Massively Multiplayer']",Free to Play,APB Reloaded,Reloaded Productions,2011-12-06
333600,76561198045400287,True,2,27.0,NEKOPARA Vol. 1,1282.0,,,,,
207610,sky_4547,True,2,70.0,The Walking Dead,1516.0,['Adventure'],24.99,The Walking Dead,Telltale Games,2012-04-24
380,76561198089365649,True,0,30.0,Half-Life 2: Episode One,3449.0,['Action'],7.99,Half-Life 2: Episode One,Valve,2006-06-01
730,qwertycx_,True,0,29.0,Counter-Strike: Global Offensive,11984.0,['Action'],14.99,Counter-Strike: Global Offensive,Valve,2012-08-21
230410,freshfishss,True,0,27.0,Warframe,76.0,"['Action', 'Free to Play']",Free to Play,Warframe,Digital Extremes,2013-03-25
550,GlaLoid,True,0,74.0,Left 4 Dead 2,4225.0,['Action'],19.99,Left 4 Dead 2,Valve,2009-11-16
570,loidberg,True,2,,,,,,,,
247910,commonfood,True,0,,,,,,,,
105600,76561198096054180,True,0,44.0,Terraria,1700.0,"['Action', 'Adventure', 'Indie', 'RPG']",9.99,Terraria,Re-Logic,2011-05-16
233450,whysoderpy,True,2,49.0,Prison Architect,2195.0,"['Indie', 'Simulation', 'Strategy']",29.99,Prison Architect,Introversion Software,2015-10-06
242050,noheckgiver,True,2,211.0,Assassin's Creed IV Black Flag,2034.0,"['Action', 'Adventure']",19.99,Assassin’s Creed® IV Black Flag™,Ubisoft Montreal,2013-11-19
41070,iron50,True,2,21.0,Serious Sam 3: BFE,36.0,,,,,
224540,Sorryforbeingbad,False,0,85.0,Ace of Spades,1118.0,"['Action', 'Indie']",14.99,Ace of Spades: Battle Builder,Jagex Limited,2012-12-12
730,Telstra,True,0,104.0,Counter-Strike: Global Offensive,33233.0,['Action'],14.99,Counter-Strike: Global Offensive,Valve,2012-08-21
431500,reptarizm,True,2,49.0,Clash of the Monsters,54.0,"['Action', 'Free to Play', 'Indie']",Free to Play,Clash of the Monsters,Cadence Games,2016-04-13
440,B1xG7,True,2,,,,"['Action', 'Free to Play']",Free to Play,Team Fortress 2,Valve,2007-10-10
237990,jakesnake,True,2,181.0,The Banner Saga,955.0,"['Indie', 'RPG', 'Strategy']",19.99,The Banner Saga,Stoic,2014-01-14
730,76561198077612701,True,0,,,,['Action'],14.99,Counter-Strike: Global Offensive,Valve,2012-08-21
221380,zantheon,True,0,44.0,Age of Empires II: HD Edition,4664.0,['Strategy'],19.99,Age of Empires II HD,"Skybox Labs,Hidden Path Entertainment,Ensemble Studios",2013-04-09
203290,54263144,True,2,35.0,America's Army: Proving Grounds,591.0,,,,,
239660,FastAsACheetah,True,0,62.0,Soldier Front 2,2245.0,"['Action', 'Free to Play']",Free to Play,Soldier Front 2,Dragonfly,2013-07-03
247730,Terminator_Mitch,False,2,225.0,Nether,669.0,"['Action', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation']",4.99,Nether: Resurrected,Phosphor Games Studio,2014-06-05
218230,76561198066084176,True,2,,,,"['Action', 'Free to Play', 'Massively Multiplayer']",Free to Play,PlanetSide 2,Daybreak Game Company,2012-11-20
218620,spudgee,False,0,173.0,PAYDAY 2,758.0,,,,,
730,tahrone,True,2,26.0,Counter-Strike: Global Offensive,18113.0,['Action'],14.99,Counter-Strike: Global Offensive,Valve,2012-08-21
105600,76561198133744013,True,2,12.0,Terraria,34777.0,"['Action', 'Adventure', 'Indie', 'RPG']",9.99,Terraria,Re-Logic,2011-05-16
203140,Quitespace,True,2,159.0,Hitman: Absolution,448.0,['Action'],19.99,Hitman: Absolution™,"Io-Interactive A/S,Feral Interactive (Mac)",2012-11-19
49520,monkeymatt1211,True,2,,,,"['Action', 'RPG']",19.99,Borderlands 2,"Gearbox Software,Aspyr (Mac &amp; Linux)",2012-09-17
440,Pankyu,True,2,,,,"['Action', 'Free to Play']",Free to Play,Team Fortress 2,Valve,2007-10-10
374320,CalvinHazard,False,0,708.0,DARK SOULS III,9480.0,['Action'],59.99,DARK SOULS™ III,"FromSoftware, Inc.",2016-04-11
440,garypoh18,True,2,,,,"['Action', 'Free to Play']",Free to Play,Team Fortress 2,Valve,2007-10-10
356670,WaFelekPL,True,2,34.0,Spooky's Jump Scare Mansion,67.0,"['Action', 'Adventure', 'Free to Play', 'Indie']",Free to Play,Spooky's Jump Scare Mansion,Lag Studios,2015-07-28
7670,fortheloveofpotatoes,True,2,46.0,BioShock,741.0,"['Action', 'RPG']",19.99,BioShock™,"2K Boston,2K Australia",2007-08-21
270880,76561198006994190,True,0,23.0,American Truck Simulator,4379.0,"['Indie', 'Simulation']",19.99,American Truck Simulator,SCS Software,2016-02-02
72850,76561198158373858,True,2,10.0,The Elder Scrolls V: Skyrim,4963.0,,,,,
209870,FTSTV,True,0,82.0,Blacklight: Retribution,1013.0,"['Action', 'Free to Play']",Free to Play,Blacklight: Retribution,Hardsuit Labs,2012-07-02
15100,76561198155115319,True,2,53.0,Assassin's Creed,845.0,"['Action', 'Adventure']",19.99,Assassin's Creed™: Director's Cut Edition,Ubisoft Montreal,2008-04-09
252490,L31ken,False,0,124.0,Rust,20387.0,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']",19.99,Rust,Facepunch Studios,2013-12-11
297810,beckals,False,0,186.0,Landmark,179.0,,,,,
440,Ao2SAmmeyboii,True,0,,,,"['Action', 'Free to Play']",Free to Play,Team Fortress 2,Valve,2007-10-10
105600,76561198059631818,True,0,,,,"['Action', 'Adventure', 'Indie', 'RPG']",9.99,Terraria,Re-Logic,2011-05-16
8930,relesprit,True,2,104.0,Sid Meier's Civilization V,7250.0,['Strategy'],29.99,Sid Meier's Civilization® V,"Firaxis Games,Aspyr (Mac, Linux)",2010-09-21
570,76561198189527421,True,2,,,,,,,,
570,DeathnoteM,True,2,,,,,,,,
4000,MoneyMaster55,True,2,65.0,Garry's Mod,21128.0,"['Indie', 'Simulation']",9.99,Garry's Mod,Facepunch Studios,2006-11-29
8930,76561198098316646,True,2,87.0,Sid Meier's Civilization V,5648.0,['Strategy'],29.99,Sid Meier's Civilization® V,"Firaxis Games,Aspyr (Mac, Linux)",2010-09-21
72850,76561198045155762,True,2,101.0,The Elder Scrolls V: Skyrim,19577.0,,,,,
440,eazyE500,True,2,,,,"['Action', 'Free to Play']",Free to Play,Team Fortress 2,Valve,2007-10-10
250600,lanatbeonakeehsasamokoshtan,True,2,36.0,The Plan,15.0,,,,,
249870,76561198069547848,True,0,119.0,Scribblenauts Unmasked,677.0,"['Action', 'Adventure', 'Casual', 'Strategy']",19.99,Scribblenauts Unmasked: A DC Comics Adventure,5th Cell Media,2013-09-24
248820,OrientalGaming,True,2,89.0,Risk of Rain,913.0,"['Action', 'Indie', 'RPG']",9.99,Risk of Rain,"Hopoo Games, LLC",2013-11-08
224540,76561198048503920,False,2,133.0,Ace of Spades,749.0,"['Action', 'Indie']",14.99,Ace of Spades: Battle Builder,Jagex Limited,2012-12-12
287700,76561198020290098,True,0,319.0,METAL GEAR SOLID V: THE PHANTOM PAIN,358.0,"['Action', 'Adventure']",19.99,METAL GEAR SOLID V: THE PHANTOM PAIN,Konami Digital Entertainment,2015-09-01
440,wantmahbody,True,2,,,,"['Action', 'Free to Play']",Free to Play,Team Fortress 2,Valve,2007-10-10
4000,HenezRS,True,2,48.0,Garry's Mod,4765.0,"['Indie', 'Simulation']",9.99,Garry's Mod,Facepunch Studios,2006-11-29
4000,76561198090506712,True,0,65.0,Garry's Mod,12712.0,"['Indie', 'Simulation']",9.99,Garry's Mod,Facepunch Studios,2006-11-29
427270,76561198092591927,True,0,22.0,Orcs Must Die! Unchained,86.0,"['Action', 'Free to Play', 'Strategy']",Free to Play,Orcs Must Die! Unchained,Robot Entertainment,2017-04-19
238960,76561198074468075,True,0,72.0,Path of Exile,12235.0,,,,,
1250,76561198089540481,True,0,44.0,Killing Floor,921.0,['Action'],19.99,Killing Floor,Tripwire Interactive,2009-05-14
285900,76561198034081735,False,0,204.0,Gang Beasts,24.0,"['Action', 'Adventure', 'Casual', 'Indie']",19.99,Gang Beasts,Boneloaf,2017-12-12
105600,maccamaniac,True,2,258.0,Terraria,8802.0,"['Action', 'Adventure', 'Indie', 'RPG']",9.99,Terraria,Re-Logic,2011-05-16
322170,queenmuck,True,2,,,,"['Action', 'Indie']",3.99,Geometry Dash,RobTop Games,2014-12-22
247020,ObamaHasEbola,True,2,60.0,"Cook, Serve, Delicious!",540.0,"['Action', 'Indie', 'Simulation', 'Strategy']",9.99,"Cook, Serve, Delicious!",Vertigo Gaming Inc.,2013-10-08
730,mopkap,True,2,105.0,Counter-Strike: Global Offensive,60362.0,['Action'],14.99,Counter-Strike: Global Offensive,Valve,2012-08-21
730,zuzuga2003,True,2,43.0,Counter-Strike: Global Offensive,42239.0,['Action'],14.99,Counter-Strike: Global Offensive,Valve,2012-08-21
220200,SpecialKAUS,True,2,89.0,Kerbal Space Program,11665.0,"['Indie', 'Simulation']",39.99,Kerbal Space Program,Squad,2015-04-27
570,lapat54321,True,2,,,,,,,,
440,76561198067956177,True,2,,,,"['Action', 'Free to Play']",Free to Play,Team Fortress 2,Valve,2007-10-10
8930,Andr3wPandora,True,2,189.0,Sid Meier's Civilization V,19774.0,['Strategy'],29.99,Sid Meier's Civilization® V,"Firaxis Games,Aspyr (Mac, Linux)",2010-09-21
230410,komp54,True,2,43.0,Warframe,31.0,"['Action', 'Free to Play']",Free to Play,Warframe,Digital Extremes,2013-03-25
51100,niggerfaggotandagayretard,True,0,19.0,Tactical Intervention,714.0,,,,,
4000,ckdkdo1,True,0,108.0,Garry's Mod,22160.0,"['Indie', 'Simulation']",9.99,Garry's Mod,Facepunch Studios,2006-11-29
440,76561198092121309,True,2,,,,"['Action', 'Free to Play']",Free to Play,Team Fortress 2,Valve,2007-10-10
245370,derpmelon,True,2,,,,['Strategy'],9.99,Etherium,Tindalos Interactive,2015-03-25
570,Chicken01MA,True,2,,,,,,,,
321300,76561198022577753,True,0,,,,"['Action', 'RPG', 'Simulation', 'Strategy']",14.99,Mount &amp; Blade: Warband - Viking Conquest Reforged Edition,Brytenwalda,2014-12-11
252950,Empu_Tertular,True,0,26.0,Rocket League,3599.0,"['Action', 'Indie', 'Racing', 'Sports']",19.99,Rocket League®,"Psyonix, Inc.",2015-07-07
204450,76561198079378923,True,2,273.0,Call of Juarez Gunslinger,589.0,['Action'],14.99,Call of Juarez® Gunslinger,Techland,2013-05-22
224540,131467132,True,2,56.0,Ace of Spades,61020.0,"['Action', 'Indie']",14.99,Ace of Spades: Battle Builder,Jagex Limited,2012-12-12
204300,MIMMATA,True,2,283.0,Awesomenauts,3933.0,"['Action', 'Free to Play', 'Indie', 'Strategy']",Free To Play,Awesomenauts - the 2D moba,Ronimo Games,2012-08-01
317400,MrSpecialjonny,True,2,52.0,Portal Stories: Mel,593.0,"['Action', 'Adventure', 'Free to Play']",Free,Portal Stories: Mel,Prism Game Studios Ltd.,2015-06-25
307290,loadsamoney,True,0,368.0,Velvet Sundown,143.0,"['Adventure', 'Casual', 'Free to Play', 'Indie', 'RPG']",Free To Play,Velvet Sundown,Tribe Studios,2014-07-22
304930,Hati_Hati_Hati_Hati_Hati_Hati,True,2,282.0,Unturned,8202.0,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie']",Free to Play,Unturned,Smartly Dressed Games,2017-07-07
302670,76561198157640176,True,2,49.0,Call to Arms,817.0,"['Action', 'Free to Play', 'Indie', 'Simulation', 'Strategy', 'Early Access']",Free to Play,Call to Arms,Digitalmindsoft,2016-11-21
440,NoosphereAndTheZone,True,2,,,,"['Action', 'Free to Play']",Free to Play,Team Fortress 2,Valve,2007-10-10
200510,76561198040258534,True,2,248.0,XCOM: Enemy Unknown,3624.0,['Strategy'],29.99,XCOM: Enemy Unknown,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2012-10-08
374320,76561198072283303,True,2,139.0,DARK SOULS III,2495.0,['Action'],59.99,DARK SOULS™ III,"FromSoftware, Inc.",2016-04-11
203140,76561198079579272,True,2,88.0,Hitman: Absolution,6127.0,['Action'],19.99,Hitman: Absolution™,"Io-Interactive A/S,Feral Interactive (Mac)",2012-11-19
333950,76561198085241786,True,0,68.0,Medieval Engineers,25.0,"['Action', 'Indie', 'Simulation', 'Strategy', 'Early Access']",19.99,Medieval Engineers,Keen Software House,2015-02-19
319510,76561198076104363,True,0,,,,"['Indie', 'Simulation']",4.99,Five Nights at Freddy's,Scott Cawthon,2014-08-18
250900,76561198041542294,True,2,90.0,The Binding of Isaac: Rebirth,17396.0,['Action'],14.99,The Binding of Isaac: Rebirth,"Nicalis, Inc.",2014-11-04
8870,76561198042855580,True,2,48.0,BioShock Infinite,1317.0,['Action'],29.99,BioShock Infinite,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",2013-03-25
44310,76561197980184475,True,0,28.0,F1 2010â¢,3310.0,,,,,
44310,76561197980184475,True,0,28.0,F1 2010â¢,3310.0,,,,,
475490,berkyjef,True,0,271.0,Major\Minor - EA,54772.0,"['Adventure', 'Indie', 'RPG', 'Simulation']",19.99,Major\Minor - Complete Edition,Klace,2016-10-11
340,jefferyjefferson,True,0,63.0,Half-Life 2: Lost Coast,44.0,,,,,
271590,76561198070880096,True,0,67.0,Grand Theft Auto V,14564.0,"['Action', 'Adventure']",39.99,Grand Theft Auto V,Rockstar North,2015-04-14
339610,76561198070475810,True,0,,,,"['Action', 'Casual', 'Free to Play', 'Massively Multiplayer', 'Sports']",Free to Play,Freestyle 2: Street Basketball,Joycity,2015-04-01
4000,76561198093209097,True,0,56.0,Garry's Mod,33426.0,"['Indie', 'Simulation']",9.99,Garry's Mod,Facepunch Studios,2006-11-29
570,76561198098420905,True,0,,,,,,,,
42910,3lAckCAt,True,2,114.0,Magicka,1561.0,"['Action', 'RPG']",9.99,Magicka,Arrowhead Game Studios,2011-01-25
203290,76561198043516885,True,2,467.0,America's Army: Proving Grounds,404.0,,,,,
230410,76561198052851877,True,2,188.0,Warframe,8341.0,"['Action', 'Free to Play']",Free to Play,Warframe,Digital Extremes,2013-03-25
306460,76561198084167938,True,2,,,,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie']",4.99,Unturned - Permanent Gold Upgrade,Smartly Dressed Games,2014-07-07
570,76561198076293018,True,2,,,,,,,,
325600,76561197973723668,True,2,85.0,Sword Coast Legends,3894.0,,,,,
4000,76561198102087487,True,2,50.0,Garry's Mod,14904.0,"['Indie', 'Simulation']",9.99,Garry's Mod,Facepunch Studios,2006-11-29
300,360j1mmy,True,2,314.0,Day of Defeat: Source,31855.0,['Action'],9.99,Day of Defeat: Source,Valve,2010-07-12
208090,76561198065137415,False,2,,,,"['Action', 'Free to Play', 'Indie']",Free to Play,Loadout,Edge of Reality,2014-01-31
22370,76561198071543022,True,2,38.0,Fallout 3 - Game of the Year Edition,3945.0,['RPG'],19.99,Fallout 3: Game of the Year Edition,Bethesda Game Studios,2009-10-13
204300,76561198042216621,True,2,82.0,Awesomenauts,4119.0,"['Action', 'Free to Play', 'Indie', 'Strategy']",Free To Play,Awesomenauts - the 2D moba,Ronimo Games,2012-08-01
24860,deatheffekt,True,0,,,,,,,,
570,C38_76_88,True,0,,,,,,,,
620,76561198096671647,True,0,96.0,Portal 2,2188.0,"['Action', 'Adventure']",19.99,Portal 2,Valve,2011-04-18
218620,cavernosoman,True,2,74.0,PAYDAY 2,39944.0,,,,,
200210,76561198047179623,True,2,69.0,Realm of the Mad God,20661.0,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']",Free to Play,Realm of the Mad God,Wild Shadow Studios,2012-02-20
440,76561198082129629,True,0,,,,"['Action', 'Free to Play']",Free to Play,Team Fortress 2,Valve,2007-10-10
730,76561198050620146,True,0,72.0,Counter-Strike: Global Offensive,24933.0,['Action'],14.99,Counter-Strike: Global Offensive,Valve,2012-08-21
250420,reflexaus,False,0,61.0,8BitMMO,22.0,"['Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']",Free to Play,8BitMMO,Archive Entertainment,2015-01-26
473850,czshomer,True,2,,,,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG']",Free,The Center - ARK Expansion Map,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC",2016-05-17
208090,marciormp,True,2,101.0,Loadout,48.0,"['Action', 'Free to Play', 'Indie']",Free to Play,Loadout,Edge of Reality,2014-01-31
232090,76561197996992703,True,2,182.0,Killing Floor 2,1013.0,['Action'],29.99,Killing Floor 2,Tripwire Interactive,2016-11-18
8190,SirNeon,True,2,270.0,Just Cause 2,173.0,"['Action', 'Adventure']",14.99,Just Cause 2,Avalanche Studios,2010-03-23
204450,Outbackalien,True,2,3214.0,Call of Juarez Gunslinger,797.0,['Action'],14.99,Call of Juarez® Gunslinger,Techland,2013-05-22
440,76561198098151600,True,2,,,,"['Action', 'Free to Play']",Free to Play,Team Fortress 2,Valve,2007-10-10
550,-Beave-,True,0,47.0,Left 4 Dead 2,2864.0,['Action'],19.99,Left 4 Dead 2,Valve,2009-11-16
570,76561198141272075,True,2,,,,,,,,
4000,76561198095964304,True,2,15.0,Garry's Mod,1192.0,"['Indie', 'Simulation']",9.99,Garry's Mod,Facepunch Studios,2006-11-29
440,76561198096178902,True,2,,,,"['Action', 'Free to Play']",Free to Play,Team Fortress 2,Valve,2007-10-10
4000,76561197980617560,True,2,193.0,Garry's Mod,35940.0,"['Indie', 'Simulation']",9.99,Garry's Mod,Facepunch Studios,2006-11-29
730,UfKnW0tM8,True,2,44.0,Counter-Strike: Global Offensive,63786.0,['Action'],14.99,Counter-Strike: Global Offensive,Valve,2012-08-21
440,76561198093179917,False,0,,,,"['Action', 'Free to Play']",Free to Play,Team Fortress 2,Valve,2007-10-10
